DATE,City,"Agriculture, Forestry, Fishing and Hunting",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accommodation and Food Services,Other Services (except Public Administration),Federal Government,Local Government,State Government,Not Elsewhere Classified,"Mining, Quarrying, and Oil and Gas Extraction"
15-Jun,Indian Wells,NA,NA,10,NA,NA,56,NA,NA,191,52,127,NA,245,NA,184,488,1403,120,NA,NA,NA,8,NA
15-Jul,Indian Wells,NA,NA,11,NA,NA,58,NA,NA,186,57,129,NA,240,NA,168,415,1313,112,NA,NA,NA,16,NA
15-Aug,Indian Wells,NA,NA,11,NA,NA,58,NA,NA,188,61,127,NA,244,NA,176,417,1278,116,NA,NA,NA,16,NA
15-Sep,Indian Wells,NA,NA,11,NA,NA,56,NA,NA,191,60,122,NA,237,NA,175,431,1290,111,NA,NA,NA,17,NA
15-Oct,Indian Wells,NA,NA,8,NA,NA,56,NA,NA,188,64,131,NA,250,NA,169,551,1427,118,NA,NA,NA,18,NA
15-Nov,Indian Wells,NA,NA,6,NA,NA,62,NA,NA,191,62,130,NA,242,NA,174,852,1478,129,NA,NA,NA,18,NA
15-Dec,Indian Wells,NA,NA,6,NA,NA,68,NA,NA,193,60,131,NA,239,NA,178,925,1462,129,NA,NA,NA,18,NA
15-Jan,Indio,482,NA,2420,381,415,3237,158,361,207,502,386,11,1425,149,2191,740,2178,545,NA,2899,34,77,NA
15-Feb,Indio,450,NA,2435,376,415,3215,172,364,200,499,392,11,1446,153,2215,751,2284,547,NA,2901,33,75,NA
15-Mar,Indio,584,NA,2373,374,415,3211,182,369,202,503,387,11,1403,139,2233,735,2315,554,NA,2911,31,74,NA
15-Apr,Indio,830,NA,2311,373,427,3179,188,381,202,503,405,9,1375,124,2258,589,2298,610,NA,2907,36,78,NA
15-May,Indio,1102,NA,2394,367,411,3209,227,374,190,502,374,9,1380,121,2258,579,2141,604,NA,2902,36,80,NA
15-Jun,Indio,986,NA,2417,385,417,3174,233,375,187,505,367,8,1400,122,2265,528,2055,585,NA,2901,37,93,NA
15-Jul,Indio,765,NA,2544,379,412,3155,194,370,201,483,361,13,1445,81,2307,479,2037,587,NA,2981,113,82,NA
15-Aug,Indio,584,NA,2661,403,420,3149,173,377,203,486,369,13,1470,83,2272,484,1976,591,NA,3015,110,115,NA
15-Sep,Indio,649,NA,2772,430,419,3182,166,370,199,471,362,13,1536,91,2270,542,2019,591,NA,3011,111,116,NA
15-Oct,Indio,602,NA,2743,436,421,3262,161,373,202,482,372,11,1571,129,2246,634,2103,616,NA,3022,114,77,22
15-Nov,Indio,710,NA,2686,442,414,3309,163,384,199,488,374,11,1519,127,2243,689,2165,634,NA,3028,114,83,27
15-Dec,Indio,543,NA,2581,434,417,3286,163,376,202,487,383,11,1478,138,2238,710,2157,643,NA,3015,110,84,25
15-Jan,La Quinta,NA,NA,492,43,50,2616,21,65,192,204,346,NA,367,58,670,915,3601,261,NA,1942,NA,33,NA
15-Feb,La Quinta,NA,NA,516,44,50,2589,26,64,197,199,374,NA,375,58,673,900,3363,274,NA,1944,NA,35,NA
15-Mar,La Quinta,NA,NA,518,41,56,2580,25,64,194,202,362,NA,339,54,660,892,3670,269,NA,1949,NA,31,NA
15-Apr,La Quinta,NA,NA,465,39,60,2580,16,63,182,246,315,NA,318,57,728,896,3809,271,NA,1991,NA,32,NA
15-May,La Quinta,NA,NA,504,32,63,2503,24,64,186,244,306,NA,315,56,751,822,3850,267,NA,1987,NA,30,NA
15-Jun,La Quinta,NA,NA,487,35,60,2476,25,65,186,208,302,NA,306,54,733,640,3635,246,NA,1984,NA,40,NA
15-Jul,La Quinta,NA,NA,443,33,63,2533,20,72,189,212,310,NA,301,54,734,577,2927,241,NA,1891,NA,24,NA
15-Aug,La Quinta,NA,NA,447,33,57,2499,18,72,169,214,320,NA,359,53,710,576,2889,238,NA,1897,NA,35,NA
15-Sep,La Quinta,NA,NA,462,37,75,2493,21,70,167,203,302,NA,292,56,712,593,2972,252,NA,1903,NA,36,NA
15-Oct,La Quinta,NA,NA,457,43,71,2581,24,122,186,213,328,NA,363,56,721,658,3036,263,NA,2002,NA,41,NA
15-Nov,La Quinta,NA,NA,476,43,76,2741,25,128,183,219,313,NA,361,55,708,887,3330,270,NA,1995,NA,45,NA
15-Dec,La Quinta,NA,NA,499,43,84,2784,25,143,181,211,317,NA,355,55,676,908,3599,275,NA,2001,NA,45,NA
15-Jan,Palm Desert,NA,NA,1652,280,459,6043,309,418,739,818,1048,102,2444,297,2903,2473,6115,1836,NA,1293,NA,164,NA
15-Feb,Palm Desert,NA,NA,1654,282,459,5908,321,414,733,807,1060,101,2487,300,2923,2523,6228,1877,NA,1294,NA,170,NA
15-Mar,Palm Desert,NA,NA,1711,288,461,5827,326,417,726,806,1055,101,2963,320,2815,2435,6236,1866,NA,1295,NA,187,NA
15-Apr,Palm Desert,NA,NA,1597,287,491,5716,357,431,720,806,1147,112,2861,300,3009,2493,6134,1886,NA,1273,NA,184,NA
15-May,Palm Desert,NA,NA,1623,282,496,5592,349,431,731,789,1096,109,2533,305,3077,2298,5907,1868,NA,1274,NA,177,NA
15-Jun,Palm Desert,NA,NA,1630,251,474,5455,349,433,713,757,1065,119,2623,294,3076,1797,5745,1816,NA,1272,NA,167,NA
15-Jul,Palm Desert,NA,NA,1780,253,490,5399,216,446,727,789,1058,119,2428,268,3052,1747,5335,1776,NA,1241,NA,211,NA
15-Aug,Palm Desert,NA,NA,1868,252,488,5372,206,458,734,784,1091,119,2386,235,3054,1700,5421,1744,NA,1208,NA,222,NA
15-Sep,Palm Desert,NA,NA,1889,255,482,5393,209,436,731,768,1073,123,2417,293,3079,1730,5416,1775,NA,1190,NA,248,NA
15-Oct,Palm Desert,NA,NA,1924,308,476,6052,250,441,728,804,1134,121,2326,316,3102,1985,5927,1808,NA,1288,NA,242,NA
15-Nov,Palm Desert,NA,NA,1957,324,484,6520,248,440,733,821,1131,102,2333,328,3150,2377,6253,1869,NA,1317,NA,246,NA
15-Dec,Palm Desert,NA,NA,1952,323,476,6705,254,433,724,810,1158,166,2339,326,3108,2403,6414,1888,NA,1356,NA,259,NA
15-Jan,Palm Springs,NA,NA,910,516,285,2451,1117,420,360,562,711,50,1160,115,5670,569,5547,735,145,2803,NA,103,NA
15-Feb,Palm Springs,NA,NA,976,520,287,2450,1127,427,366,579,724,50,1174,115,5720,488,5745,751,146,2790,NA,106,NA
15-Mar,Palm Springs,NA,NA,949,515,288,2478,1126,430,354,576,729,49,1185,109,5791,620,5853,742,149,2797,NA,116,NA
15-Apr,Palm Springs,NA,NA,879,510,281,2509,1047,394,343,570,738,54,1217,121,5799,614,5895,750,144,2784,NA,120,NA
15-May,Palm Springs,NA,NA,877,513,283,2471,1010,394,345,552,713,55,1222,129,5834,595,5672,754,150,2775,NA,119,NA
15-Jun,Palm Springs,NA,NA,915,511,281,2439,979,395,339,528,702,58,1233,118,5812,642,5449,724,149,2740,NA,111,NA
15-Jul,Palm Springs,NA,NA,929,503,282,2466,911,393,346,504,719,58,1138,133,5801,709,5261,731,149,2795,NA,134,NA
15-Aug,Palm Springs,NA,NA,937,515,278,2455,950,395,345,506,714,59,1132,135,5897,664,5181,729,147,2798,NA,134,NA
15-Sep,Palm Springs,NA,NA,939,512,270,2475,968,383,334,527,716,57,1287,141,5951,593,5307,717,147,2843,NA,130,NA
15-Oct,Palm Springs,NA,NA,948,495,266,2961,1029,375,339,551,717,59,1335,135,5977,535,5536,739,144,2810,NA,92,NA
15-Nov,Palm Springs,NA,NA,955,509,277,3004,1097,375,337,555,733,64,1396,131,5971,454,5656,738,145,2848,NA,101,NA
15-Dec,Palm Springs,NA,NA,962,502,277,3016,1215,381,335,568,729,59,1469,136,6069,450,5734,740,146,2848,NA,120,NA
15-Jan,Rancho Mirage,NA,NA,109,21,106,947,9,146,145,170,365,NA,380,118,5254,1097,2522,319,NA,NA,NA,35,NA
15-Feb,Rancho Mirage,NA,NA,112,21,109,957,9,142,150,177,363,NA,413,123,5285,1105,2479,319,NA,NA,NA,35,NA
15-Mar,Rancho Mirage,NA,NA,114,21,104,943,9,142,152,172,357,NA,427,118,5319,1111,2484,320,NA,NA,NA,33,NA
15-Apr,Rancho Mirage,NA,NA,100,20,76,988,9,152,157,171,366,NA,233,111,5262,1076,2591,347,NA,NA,NA,21,NA
15-May,Rancho Mirage,NA,NA,111,21,77,970,8,153,155,152,366,NA,227,117,5318,987,2515,352,NA,NA,NA,23,NA
15-Jun,Rancho Mirage,NA,NA,109,18,80,958,9,151,153,190,356,NA,225,116,5303,726,2418,338,NA,NA,NA,19,NA
15-Jul,Rancho Mirage,NA,NA,127,18,83,952,10,157,151,192,363,NA,220,105,5372,639,2306,335,NA,NA,NA,16,NA
15-Aug,Rancho Mirage,NA,NA,116,17,76,900,9,164,148,192,364,NA,225,113,5379,629,2333,327,NA,NA,NA,14,NA
15-Sep,Rancho Mirage,NA,NA,112,19,69,907,9,171,150,201,366,NA,226,124,5368,648,2383,336,NA,NA,NA,14,NA
15-Oct,Rancho Mirage,NA,NA,120,20,78,923,8,129,153,207,362,NA,226,123,5384,810,2404,351,NA,NA,NA,23,NA
15-Nov,Rancho Mirage,NA,NA,117,22,84,982,8,135,149,205,368,NA,226,135,5432,1050,2426,333,NA,NA,NA,21,NA
15-Dec,Rancho Mirage,NA,NA,116,21,84,930,9,141,143,204,369,NA,227,120,5484,1088,2490,327,NA,NA,NA,24,NA
16-Jan,Cathedral City,NA,NA,1014,42,83,2332,41,NA,382,184,84,NA,868,NA,968,152,1468,767,NA,903,NA,40,NA
16-Feb,Cathedral City,NA,NA,988,42,84,2328,45,NA,380,183,92,NA,898,NA,989,158,1488,783,NA,903,NA,46,NA
16-Mar,Cathedral City,NA,NA,959,41,82,2278,45,NA,388,182,85,NA,875,NA,990,159,1501,868,NA,908,NA,49,NA
16-Apr,Cathedral City,NA,NA,925,45,84,2262,45,NA,387,176,138,NA,891,NA,982,149,1461,754,NA,899,NA,38,NA
16-May,Cathedral City,NA,NA,885,44,84,2249,45,NA,408,179,94,NA,876,NA,985,153,1433,710,NA,907,NA,42,NA
16-Jun,Cathedral City,NA,NA,893,36,77,2199,44,NA,407,178,89,NA,864,NA,983,159,1436,698,NA,905,NA,45,NA
16-Jul,Cathedral City,NA,NA,851,40,90,2153,41,NA,413,175,77,NA,882,NA,908,153,1428,623,NA,905,NA,47,NA
16-Aug,Cathedral City,NA,NA,866,39,90,2163,42,NA,405,172,90,NA,878,NA,986,156,1379,608,NA,911,NA,50,NA
16-Sep,Cathedral City,NA,NA,792,32,86,2180,41,NA,410,173,75,NA,914,NA,992,145,1427,557,NA,913,NA,58,NA
16-Oct,Cathedral City,NA,NA,857,55,89,2218,49,NA,392,172,90,NA,899,NA,1055,143,1436,585,NA,916,NA,46,NA
16-Nov,Cathedral City,NA,NA,884,58,90,2248,49,NA,397,166,95,NA,924,NA,1002,148,1470,574,NA,921,NA,44,NA
16-Dec,Cathedral City,NA,NA,919,57,88,2225,49,NA,410,165,92,NA,911,NA,984,152,1452,581,NA,924,NA,42,NA
16-Jan,Coachella,2251,NA,371,772,274,1223,42,19,76,75,35,NA,109,4,423,NA,584,96,NA,2404,NA,17,NA
16-Feb,Coachella,2031,NA,356,768,279,1221,31,18,74,74,36,NA,120,4,431,NA,588,97,NA,2392,NA,19,NA
16-Mar,Coachella,2160,NA,332,761,282,1207,35,19,74,75,36,NA,117,4,428,NA,590,109,NA,2377,NA,19,NA
16-Apr,Coachella,2377,NA,397,765,271,1237,44,18,72,68,26,NA,397,3,413,NA,605,100,NA,2373,NA,11,NA
16-May,Coachella,2409,NA,367,766,272,1248,51,18,76,65,23,NA,105,3,411,NA,613,112,NA,2363,NA,17,NA
16-Jun,Coachella,2847,NA,312,782,271,1241,63,17,67,65,22,NA,107,3,412,NA,609,110,NA,2380,NA,16,NA
16-Jul,Coachella,2515,NA,352,770,273,1206,71,16,72,60,18,NA,126,4,407,NA,582,101,NA,2388,NA,27,NA
16-Aug,Coachella,1793,NA,343,771,273,1227,50,17,74,60,19,NA,129,4,404,NA,611,104,NA,2385,NA,27,NA
16-Sep,Coachella,2345,NA,341,781,273,1219,53,17,72,61,16,NA,119,4,409,NA,659,110,NA,2374,NA,22,NA
16-Oct,Coachella,2433,NA,347,776,248,1224,58,17,73,46,17,NA,439,4,388,NA,642,104,NA,2369,NA,15,NA
16-Nov,Coachella,2202,NA,346,779,265,1232,53,21,75,46,21,NA,145,4,393,NA,626,110,NA,2377,NA,14,NA
16-Dec,Coachella,2091,NA,341,759,268,1235,43,16,72,49,22,NA,128,4,390,NA,610,114,NA,2378,NA,19,NA
16-Jan,Desert Hot Springs,NA,NA,264,23,29,511,23,NA,60,83,85,NA,139,NA,909,99,709,46,NA,710,NA,14,NA
16-Feb,Desert Hot Springs,NA,NA,256,24,28,523,23,NA,64,88,83,NA,134,NA,915,96,714,44,NA,710,NA,18,NA
16-Mar,Desert Hot Springs,NA,NA,291,23,30,520,24,NA,58,82,82,NA,134,NA,915,91,722,49,NA,710,NA,18,NA
16-Apr,Desert Hot Springs,NA,NA,277,20,27,527,25,NA,58,83,71,NA,145,NA,920,96,765,42,NA,713,NA,14,NA
16-May,Desert Hot Springs,NA,NA,286,10,27,517,26,NA,58,85,52,NA,129,NA,919,83,750,41,NA,714,NA,17,NA
16-Jun,Desert Hot Springs,NA,NA,291,14,27,519,27,NA,51,84,42,NA,125,NA,902,78,745,43,NA,711,NA,16,NA
16-Jul,Desert Hot Springs,NA,NA,279,8,26,499,69,NA,54,84,34,NA,120,NA,843,81,743,36,NA,745,NA,20,NA
16-Aug,Desert Hot Springs,NA,NA,266,8,27,501,70,NA,53,86,42,NA,118,NA,910,77,740,36,NA,746,NA,20,NA
16-Sep,Desert Hot Springs,NA,NA,274,9,35,506,69,NA,52,85,39,NA,129,NA,902,76,734,43,NA,750,NA,22,NA
16-Oct,Desert Hot Springs,NA,NA,286,16,35,522,58,NA,56,91,44,NA,128,NA,869,83,731,38,NA,718,NA,24,NA
16-Nov,Desert Hot Springs,NA,NA,281,16,34,534,71,NA,54,103,51,NA,128,NA,885,90,756,40,NA,719,NA,35,NA
16-Dec,Desert Hot Springs,NA,NA,275,16,32,527,71,NA,54,112,51,NA,138,NA,893,92,772,41,NA,720,NA,29,NA
16-Jan,Indian Wells,NA,NA,NA,NA,NA,58,NA,NA,192,70,135,NA,249,NA,174,926,1569,131,NA,NA,NA,10,NA
16-Feb,Indian Wells,NA,NA,NA,NA,NA,61,NA,NA,194,72,140,NA,240,NA,168,997,1487,130,NA,NA,NA,12,NA
16-Mar,Indian Wells,NA,NA,NA,NA,NA,66,NA,NA,194,69,141,NA,256,NA,171,1189,1980,130,NA,NA,NA,12,NA
16-Apr,Indian Wells,NA,NA,NA,NA,NA,60,NA,NA,195,74,137,NA,232,NA,167,886,1517,125,NA,NA,NA,9,NA
16-May,Indian Wells,NA,NA,NA,NA,NA,57,NA,NA,193,76,136,NA,243,NA,165,779,1471,122,NA,NA,NA,9,NA
16-Jun,Indian Wells,NA,NA,NA,NA,NA,52,NA,NA,193,76,131,NA,212,NA,164,493,1419,118,NA,NA,NA,9,NA
16-Jul,Indian Wells,NA,NA,NA,NA,NA,45,NA,NA,190,68,138,NA,222,NA,175,442,1255,110,NA,NA,NA,8,NA
16-Aug,Indian Wells,NA,NA,NA,NA,NA,42,NA,NA,192,68,132,NA,213,NA,173,429,1249,108,NA,NA,NA,9,NA
16-Sep,Indian Wells,NA,NA,NA,NA,NA,48,NA,NA,190,70,133,NA,216,NA,176,456,1292,114,NA,NA,NA,10,NA
16-Oct,Indian Wells,NA,NA,NA,NA,NA,49,NA,NA,192,73,141,NA,215,NA,176,536,1391,133,NA,NA,NA,17,NA
16-Nov,Indian Wells,NA,NA,NA,NA,NA,54,NA,NA,197,79,143,NA,203,NA,156,769,1403,139,NA,NA,NA,20,NA
16-Dec,Indian Wells,NA,NA,NA,NA,NA,55,NA,NA,193,76,150,NA,194,NA,159,810,1401,143,NA,NA,NA,21,NA
16-Jan,Indio,536,NA,2379,340,588,3302,156,342,209,267,392,NA,1625,126,2193,796,2192,642,NA,2947,115,89,NA
16-Feb,Indio,450,NA,2394,301,585,3275,162,361,212,277,461,NA,1654,143,2215,887,2246,650,NA,2949,115,95,NA
16-Mar,Indio,645,NA,2461,314,565,3254,162,355,210,267,466,NA,1652,141,2208,821,2284,656,NA,2956,111,104,NA
16-Apr,Indio,675,NA,2397,315,592,3256,174,364,213,255,409,NA,1562,111,2213,683,2247,656,NA,3014,115,99,NA
16-May,Indio,827,NA,2356,322,613,3256,217,368,207,250,388,NA,1565,110,2225,600,2179,597,NA,2999,114,108,NA
16-Jun,Indio,783,NA,2499,323,619,3223,231,371,209,247,381,NA,1632,98,2214,559,2106,580,NA,3038,112,102,NA
16-Jul,Indio,563,NA,2620,322,614,3164,184,377,206,252,357,NA,1646,78,2222,532,2107,579,NA,2957,108,130,NA
16-Aug,Indio,620,NA,2682,312,622,3119,197,371,211,252,372,NA,1615,81,2246,502,2066,579,NA,2954,110,125,NA
16-Sep,Indio,552,NA,2758,302,615,3163,213,358,210,248,357,NA,1622,109,2278,521,2070,598,NA,2963,114,124,NA
16-Oct,Indio,638,NA,2813,319,594,3224,188,352,209,234,359,NA,1696,111,2219,658,2156,605,NA,3059,116,102,NA
16-Nov,Indio,490,NA,2636,312,588,3300,195,369,214,211,367,NA,1624,118,2259,777,2221,618,NA,3066,113,95,NA
16-Dec,Indio,483,NA,2543,300,598,3268,182,369,216,218,377,NA,1679,105,2274,701,2180,620,NA,3044,114,93,NA
16-Jan,La Quinta,73,NA,479,41,70,2673,27,125,188,236,304,NA,277,59,683,897,3723,264,NA,2042,NA,NA,NA
16-Feb,La Quinta,50,NA,455,41,74,2647,26,130,190,235,329,NA,278,57,694,916,3376,268,NA,2049,NA,NA,NA
16-Mar,La Quinta,14,NA,445,45,77,2635,25,126,185,231,325,NA,272,59,669,906,3751,258,NA,2046,NA,NA,NA
16-Apr,La Quinta,2,NA,457,51,75,2663,27,120,186,240,322,NA,299,61,713,810,3330,263,NA,2028,NA,NA,NA
16-May,La Quinta,3,NA,453,49,76,2614,25,119,185,241,306,NA,293,61,694,768,3252,249,NA,2002,NA,NA,NA
16-Jun,La Quinta,3,NA,441,44,74,2555,23,123,181,227,297,NA,288,57,702,584,3111,238,NA,2003,NA,NA,NA
16-Jul,La Quinta,11,NA,403,43,71,2575,20,133,195,231,307,NA,254,54,693,514,3002,234,NA,1889,NA,NA,NA
16-Aug,La Quinta,25,NA,399,40,65,2586,21,121,187,235,296,NA,257,51,707,494,2913,237,NA,1835,NA,NA,NA
16-Sep,La Quinta,3,NA,432,43,78,2558,23,124,188,244,295,NA,274,59,721,513,3011,245,NA,1828,NA,NA,NA
16-Oct,La Quinta,19,NA,462,51,76,2677,25,126,177,241,319,NA,270,62,720,653,3033,241,NA,2093,NA,NA,NA
16-Nov,La Quinta,22,NA,478,50,80,2928,28,121,181,240,302,NA,292,62,708,813,3180,240,NA,2098,NA,NA,NA
16-Dec,La Quinta,24,NA,450,52,80,2821,27,113,180,237,284,NA,284,66,707,830,3227,257,NA,2109,NA,NA,NA
16-Jan,Palm Desert,NA,NA,2097,328,434,6273,250,409,758,808,1148,157,2420,318,3092,2462,6177,1867,NA,1319,NA,170,NA
16-Feb,Palm Desert,NA,NA,2048,320,425,6153,256,408,762,828,1140,160,2425,322,3141,2443,6205,1896,NA,1320,NA,168,NA
16-Mar,Palm Desert,NA,NA,1990,317,420,6052,270,424,760,818,1250,170,2837,328,3111,2464,6274,1874,NA,1322,NA,176,NA
16-Apr,Palm Desert,NA,NA,1888,314,426,6021,267,433,774,775,1267,158,2632,330,3145,2521,6200,1854,NA,1311,NA,127,NA
16-May,Palm Desert,NA,NA,1916,313,420,5897,263,438,773,781,1248,174,2356,334,3161,2318,6047,1826,NA,1303,NA,123,NA
16-Jun,Palm Desert,NA,NA,1887,309,421,5859,256,428,770,784,1233,173,2371,320,3114,1909,5821,1762,NA,1330,NA,140,NA
16-Jul,Palm Desert,NA,NA,1889,266,404,5763,240,436,779,814,1232,91,2306,289,3114,1747,5489,1711,NA,1262,NA,154,NA
16-Aug,Palm Desert,NA,NA,1875,267,404,5720,233,442,768,781,1237,89,2354,265,3120,1677,5416,1690,NA,1250,NA,159,NA
16-Sep,Palm Desert,NA,NA,1943,288,391,5674,242,435,772,808,1231,88,2362,318,3142,1788,5541,1712,NA,1221,NA,157,NA
16-Oct,Palm Desert,NA,NA,1958,290,385,6000,272,413,793,812,1303,86,2616,313,3161,1974,5817,1803,NA,1286,NA,156,NA
16-Nov,Palm Desert,NA,NA,1883,288,401,6521,265,404,797,848,1319,86,2160,332,3485,2509,6018,1818,NA,1289,NA,152,NA
16-Dec,Palm Desert,NA,NA,1862,291,402,6660,272,395,800,835,1324,80,2163,321,3478,2583,6121,1849,NA,1327,NA,141,NA
16-Jan,Palm Springs,NA,NA,981,500,275,2888,1185,360,357,556,648,12,1580,126,5988,456,6077,743,144,2824,NA,NA,NA
16-Feb,Palm Springs,NA,NA,999,505,274,2934,1152,361,357,569,654,12,1596,127,6003,480,6244,756,145,2818,NA,NA,NA
16-Mar,Palm Springs,NA,NA,958,505,271,2896,1142,354,343,567,660,12,1614,123,5990,658,6394,751,145,2820,NA,NA,NA
16-Apr,Palm Springs,NA,NA,949,508,262,2911,1124,351,363,579,647,40,1604,125,6003,662,6388,761,146,2832,NA,NA,NA
16-May,Palm Springs,NA,NA,949,503,271,2890,1092,354,357,561,641,39,1586,134,6004,648,6308,763,145,2836,NA,NA,NA
16-Jun,Palm Springs,NA,NA,946,510,267,2826,1023,365,349,542,623,34,1554,130,5996,670,6024,731,146,2784,NA,NA,NA
16-Jul,Palm Springs,NA,NA,955,495,267,2796,883,346,352,502,638,26,1520,120,6102,648,5723,748,148,2724,NA,NA,NA
16-Aug,Palm Springs,NA,NA,961,501,266,2788,968,332,349,492,640,27,1497,110,6151,611,5493,728,143,2725,NA,NA,NA
16-Sep,Palm Springs,NA,NA,931,503,257,2794,1010,342,334,505,656,55,1525,131,6189,552,5766,703,145,2759,NA,NA,NA
16-Oct,Palm Springs,NA,NA,991,516,259,3033,1029,342,331,522,676,43,1498,149,6155,431,6089,765,144,2884,NA,NA,NA
16-Nov,Palm Springs,NA,NA,997,528,260,3101,1091,330,338,509,679,42,1491,145,6150,442,6299,777,145,2886,NA,NA,NA
16-Dec,Palm Springs,NA,NA,968,527,263,3034,1202,326,340,521,674,41,1520,133,6142,475,6497,762,145,2893,NA,NA,NA
16-Jan,Rancho Mirage,NA,NA,109,20,75,877,7,126,142,209,374,NA,194,123,5520,1081,2993,345,NA,NA,NA,NA,NA
16-Feb,Rancho Mirage,NA,NA,132,26,82,1001,7,118,144,210,378,NA,197,125,5547,1067,3001,352,NA,NA,NA,NA,NA
16-Mar,Rancho Mirage,NA,NA,131,25,77,985,8,119,147,211,365,NA,191,119,5539,1088,3014,351,NA,NA,NA,NA,NA
16-Apr,Rancho Mirage,NA,NA,129,24,68,989,10,119,149,207,357,NA,201,119,5707,1061,3129,341,NA,NA,NA,NA,NA
16-May,Rancho Mirage,NA,NA,119,25,65,964,10,131,147,208,367,NA,196,115,5687,934,3061,336,NA,NA,NA,NA,NA
16-Jun,Rancho Mirage,NA,NA,116,22,55,956,11,130,148,203,365,NA,198,113,5535,668,3034,315,NA,NA,NA,NA,NA
16-Jul,Rancho Mirage,NA,NA,120,21,64,964,10,129,146,211,362,NA,191,98,5672,640,3002,297,NA,NA,NA,NA,NA
16-Aug,Rancho Mirage,NA,NA,112,22,63,952,9,131,148,207,365,NA,197,93,5702,613,2918,302,NA,NA,NA,NA,NA
16-Sep,Rancho Mirage,NA,NA,117,25,58,966,11,130,153,206,354,NA,202,109,5690,631,2938,329,NA,NA,NA,NA,NA
16-Oct,Rancho Mirage,NA,NA,107,26,67,984,13,119,150,215,359,NA,198,104,5717,746,2936,341,NA,NA,NA,NA,NA
16-Nov,Rancho Mirage,NA,NA,108,29,57,1034,12,121,145,217,364,NA,189,103,5738,971,3006,351,NA,NA,NA,NA,NA
16-Dec,Rancho Mirage,NA,NA,112,32,52,1041,13,123,144,179,361,NA,192,97,5827,1022,3051,350,NA,NA,NA,NA,NA
17-Jan,Cathedral City,***,***,854,38,112,2217,43,***,409,160,100,***,876,***,1083,154,1457,570,***,930,***,63,NA
17-Feb,Cathedral City,***,***,913,40,114,2209,44,***,424,160,100,***,918,***,1082,159,1501,580,***,929,***,66,NA
17-Mar,Cathedral City,***,***,1134,37,114,2210,39,***,450,165,103,***,902,***,1089,153,1538,697,***,926,***,63,NA
17-Apr,Cathedral City,***,***,1191,37,118,2228,34,***,445,167,98,***,939,***,1123,153,1528,729,***,905,***,53,NA
17-May,Cathedral City,***,***,1222,34,113,2223,35,***,463,164,105,***,923,***,1128,151,1509,572,***,913,***,66,NA
17-Jun,Cathedral City,***,***,1234,32,115,2235,34,***,462,162,110,***,900,***,1147,154,1488,544,***,910,***,67,NA
17-Jul,Cathedral City,***,***,1222,32,121,2189,33,***,455,156,102,***,910,***,1105,144,1487,526,***,892,***,48,NA
17-Aug,Cathedral City,***,***,1171,31,122,2207,36,***,448,160,104,***,901,***,1150,150,1473,506,***,896,***,50,NA
17-Sep,Cathedral City,***,***,1154,28,121,2195,34,***,458,161,104,***,881,***,1119,154,1462,495,***,894,***,59,NA
17-Oct,Cathedral City,***,***,1186,36,139,2229,40,***,476,163,118,***,923,***,1285,157,1499,540,***,917,***,26,NA
17-Nov,Cathedral City,***,***,1187,32,138,2254,43,***,477,166,116,***,920,***,1307,154,1537,573,***,915,***,27,NA
17-Dec,Cathedral City,***,***,1141,34,141,2239,45,***,493,163,109,***,898,***,1299,160,1528,544,***,925,***,31,NA
17-Jan,Coachella,2292,NA,291,785,252,1193,38,13,71,61,22,***,***,***,457,***,613,108,***,2391,NA,13,NA
17-Feb,Coachella,1970,NA,301,769,260,1191,41,13,72,63,21,***,***,***,472,***,626,109,***,2384,NA,13,NA
17-Mar,Coachella,2218,NA,289,774,262,1201,44,13,73,59,21,***,***,***,470,***,622,114,***,2408,NA,21,NA
17-Apr,Coachella,2481,NA,304,770,271,1214,44,16,72,61,26,***,***,***,498,***,629,87,***,2398,NA,21,NA
17-May,Coachella,2528,NA,281,769,266,1228,47,17,74,56,22,***,***,***,500,***,632,95,***,2396,NA,22,NA
17-Jun,Coachella,3394,NA,310,771,274,1243,52,16,72,53,22,***,***,***,507,***,627,100,***,2394,NA,27,NA
17-Jul,Coachella,2281,NA,263,783,272,1230,40,21,70,57,23,***,***,***,491,***,657,104,***,2262,NA,21,NA
17-Aug,Coachella,1636,NA,242,785,277,1236,40,20,69,55,40,***,***,***,492,***,654,99,***,2363,NA,20,NA
17-Sep,Coachella,2276,NA,250,803,278,1241,42,20,72,56,39,***,***,***,490,***,639,100,***,2365,NA,19,NA
17-Oct,Coachella,2357,NA,181,806,280,1148,47,17,70,60,36,***,***,***,469,***,661,108,***,2359,NA,7,NA
17-Nov,Coachella,2013,NA,190,827,271,1133,38,17,70,61,37,***,***,***,469,***,649,109,***,2347,NA,9,NA
17-Dec,Coachella,2030,NA,214,824,271,1157,39,16,68,57,40,***,***,***,476,***,657,118,***,2322,NA,14,NA
17-Jan,Desert Hot Springs,***,NA,301,19,34,508,65,10,54,103,61,NA,149,***,1053,112,778,37,***,***,NA,31,NA
